"","treatment","longevity","S","I","R","avgS","avgI","avgR","maxI","tmaxI","quality0"
"event.times1427","low.var",80,0.83,0,0.17,0.785643564356436,0,0.214356435643564,0.01,"0",1.1597207205536
"event.times1428","+high",80,0.67,0.19,0.14,0.674653465346535,0.166237623762376,0.159108910891089,0.32,"121.544198207194",1.41332085909135
"event.times1429","+low",80,0.61,0,0.39,0.654554455445545,0,0.345445544554455,0.02,"6.3190390327189",1.10325733647396
"event.times1430","full",80,0.53,0.1,0.37,0.523762376237624,0.102178217821782,0.374059405940594,0.26,"207.03620775343",1.19247374546035
"event.times1431","low.var",80,0.83,0,0.17,0.810990099009901,0,0.189009900990099,0.01,"0",0.821846509796872
"event.times1432","+high",80,0.95,0,0.05,0.896534653465347,0,0.103465346534653,0.02,"9.29879464592084",1.57291510831001
"event.times1433","+low",80,0.63,0,0.37,0.68960396039604,0,0.31039603960396,0.01,"0",0.416748332826065
"event.times1434","full",80,0.69,0.04,0.27,0.648514851485149,0.0675247524752475,0.283960396039604,0.15,"122.584830042413",1.58384758017815
"event.times1435","low.var",80,0.87,0,0.13,0.835346534653465,0,0.164653465346535,0.01,"0",0.800328364090117
"event.times1436","+high",80,0.91,0,0.09,0.862475247524752,0,0.137524752475248,0.01,"0",0.954870891062592
"event.times1437","+low",80,0.7,0,0.3,0.68970297029703,0,0.31029702970297,0.02,"0.381586939650759",0.663976574560204
"event.times1438","full",80,0.53,0.15,0.32,0.557128712871287,0.138316831683168,0.304554455445545,0.24,"138.041209157861",0.720721504916704
"event.times1439","low.var",80,0.71,0.13,0.16,0.716039603960396,0.0826732673267327,0.201287128712871,0.18,"184.560509243092",0.929213173032604
"event.times1440","+high",80,0.58,0.15,0.27,0.623267326732673,0.137227722772277,0.23950495049505,0.3,"122.634850344387",1.64864158788427
"event.times1441","+low",80,0.68,0,0.32,0.689504950495049,0,0.31049504950495,0.03,"4.56383721826489",0.703796574573913
